mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,runs_last_5,wickets_last_5,striker,non-striker,total
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,A Symonds,105,4,11.6,47,2,39,2,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,MJ Clarke,106,4,12.1,47,2,39,3,179
1,2005-06-13,The Rose Bowl,England,Australia,ME Trescothick,MJ Clarke,106,4,12.2,43,2,39,3,179
1,2005-06-13,The Rose Bowl,England,Australia,ME Trescothick,MJ Clarke,107,4,12.3,42,2,40,3,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,MJ Clarke,107,4,12.4,41,2,40,3,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,MJ Clarke,108,4,12.5,41,2,40,4,179
1,2005-06-13,The Rose Bowl,England,Australia,ME Trescothick,MJ Clarke,109,4,12.6,41,2,41,4,179
1,2005-06-13,The Rose Bowl,England,Australia,ME Trescothick,A Symonds,109,5,13.1,40,3,41,4,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,A Symonds,109,5,13.2,39,3,4,0,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,A Symonds,110,5,13.3,39,3,5,0,179
1,2005-06-13,The Rose Bowl,England,Australia,AJ Strauss,A Symonds,110,5,13.4,35,3,5,0,179
1,2005-06-13,The Rose Bowl,England,Australia,AJ Strauss,A Symonds,111,5,13.5,35,3,5,1,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,A Symonds,111,5,13.6,29,3,5,1,179
1,2005-06-13,The Rose Bowl,England,Australia,AJ Strauss,MJ Clarke,114,5,14.1,31,3,5,4,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,MJ Clarke,116,5,14.2,31,3,7,4,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,MJ Clarke,117,5,14.3,28,3,8,4,179
1,2005-06-13,The Rose Bowl,England,Australia,AJ Strauss,MJ Clarke,117,5,14.4,27,3,8,4,179
1,2005-06-13,The Rose Bowl,England,Australia,AJ Strauss,MJ Clarke,118,5,14.5,27,3,8,5,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,MJ Clarke,124,5,14.6,31,3,14,5,179
1,2005-06-13,The Rose Bowl,England,Australia,AJ Strauss,A Symonds,125,5,15.1,31,3,14,6,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,A Symonds,126,5,15.2,31,3,15,6,179
1,2005-06-13,The Rose Bowl,England,Australia,AJ Strauss,A Symonds,126,5,15.3,27,3,15,6,179
1,2005-06-13,The Rose Bowl,England,Australia,AJ Strauss,A Symonds,127,5,15.4,27,3,15,7,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,A Symonds,131,5,15.5,31,2,19,7,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,A Symonds,132,5,15.6,31,2,20,7,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,JN Gillespie,133,5,16.1,31,2,21,7,179
1,2005-06-13,The Rose Bowl,England,Australia,AJ Strauss,JN Gillespie,133,5,16.2,31,1,21,7,179
1,2005-06-13,The Rose Bowl,England,Australia,AJ Strauss,JN Gillespie,137,5,16.3,35,1,21,11,179
1,2005-06-13,The Rose Bowl,England,Australia,AJ Strauss,JN Gillespie,138,5,16.3,35,1,21,11,179
1,2005-06-13,The Rose Bowl,England,Australia,AJ Strauss,JN Gillespie,139,5,16.4,35,1,21,12,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,JN Gillespie,143,5,16.5,38,1,25,12,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,JN Gillespie,149,5,16.6,43,1,31,12,179
1,2005-06-13,The Rose Bowl,England,Australia,AJ Strauss,GD McGrath,151,5,17.1,45,1,31,14,179
1,2005-06-13,The Rose Bowl,England,Australia,AJ Strauss,GD McGrath,152,5,17.2,45,1,31,15,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,GD McGrath,153,5,17.3,46,1,32,15,179
1,2005-06-13,The Rose Bowl,England,Australia,AJ Strauss,GD McGrath,155,5,17.4,47,1,32,17,179
1,2005-06-13,The Rose Bowl,England,Australia,AJ Strauss,GD McGrath,156,5,17.5,47,1,32,18,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,GD McGrath,157,5,17.6,48,0,33,18,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,JN Gillespie,158,5,18.1,49,0,34,18,179
1,2005-06-13,The Rose Bowl,England,Australia,AJ Strauss,JN Gillespie,158,6,18.2,48,1,34,18,179
1,2005-06-13,The Rose Bowl,England,Australia,VS Solanki,JN Gillespie,159,6,18.3,49,1,34,1,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,JN Gillespie,159,6,18.4,48,1,34,1,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,JN Gillespie,163,6,18.5,52,1,38,1,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,JN Gillespie,167,6,18.6,53,1,42,1,179
1,2005-06-13,The Rose Bowl,England,Australia,VS Solanki,GD McGrath,169,6,19.1,53,1,42,3,179
1,2005-06-13,The Rose Bowl,England,Australia,VS Solanki,GD McGrath,173,6,19.2,56,1,42,7,179
1,2005-06-13,The Rose Bowl,England,Australia,VS Solanki,GD McGrath,175,6,19.3,58,1,42,9,179
1,2005-06-13,The Rose Bowl,England,Australia,VS Solanki,GD McGrath,175,7,19.4,57,2,42,9,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,GD McGrath,179,7,19.5,55,2,46,0,179
1,2005-06-13,The Rose Bowl,England,Australia,PD Collingwood,GD McGrath,179,8,19.6,54,3,46,0,179
2,2005-02-17,Eden Park,Australia,New Zealand,AC Gilchrist,DR Tuffey,1,0,0.0,1,0,0,0,214
2,2005-02-17,Eden Park,Australia,New Zealand,AC Gilchrist,DR Tuffey,2,0,0.1,2,0,0,0,214
2,2005-02-17,Eden Park,Australia,New Zealand,MJ Clarke,DR Tuffey,2,0,0.2,2,0,0,0,214
2,2005-02-17,Eden Park,Australia,New Zealand,MJ Clarke,DR Tuffey,3,0,0.3,3,0,1,0,214
2,2005-02-17,Eden Park,Australia,New Zealand,AC Gilchrist,DR Tuffey,4,0,0.4,4,0,1,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,MJ Clarke,DR Tuffey,10,0,0.5,10,0,7,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,MJ Clarke,DR Tuffey,10,1,0.6,10,1,7,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,A Symonds,KD Mills,10,1,1.1,10,1,1,0,214
2,2005-02-17,Eden Park,Australia,New Zealand,A Symonds,KD Mills,14,1,1.2,14,1,4,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,A Symonds,KD Mills,20,1,1.3,20,1,10,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,A Symonds,KD Mills,21,1,1.4,21,1,11,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,AC Gilchrist,KD Mills,21,2,1.5,21,2,11,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,KD Mills,22,2,1.6,22,2,11,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,DR Tuffey,22,2,2.1,22,2,11,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,DR Tuffey,22,2,2.2,22,2,11,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,DR Tuffey,23,2,2.3,23,2,11,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,A Symonds,DR Tuffey,25,2,2.4,25,2,13,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,A Symonds,DR Tuffey,25,2,2.5,25,2,13,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,A Symonds,DR Tuffey,26,2,2.6,26,2,14,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,A Symonds,KD Mills,30,2,3.1,30,2,18,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,A Symonds,KD Mills,31,2,3.1,31,2,18,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,A Symonds,KD Mills,37,2,3.2,37,2,24,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,A Symonds,KD Mills,41,2,3.3,41,2,28,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,A Symonds,KD Mills,45,2,3.4,45,2,32,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,A Symonds,KD Mills,45,2,3.5,45,2,32,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,A Symonds,KD Mills,46,2,3.5,46,2,32,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,A Symonds,KD Mills,46,3,3.6,46,3,32,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,DR Tuffey,50,3,4.1,50,3,5,0,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,DR Tuffey,51,3,4.2,51,3,6,0,214
2,2005-02-17,Eden Park,Australia,New Zealand,DR Martyn,DR Tuffey,51,3,4.3,51,3,6,0,214
2,2005-02-17,Eden Park,Australia,New Zealand,DR Martyn,DR Tuffey,51,3,4.4,50,3,6,0,214
2,2005-02-17,Eden Park,Australia,New Zealand,DR Martyn,DR Tuffey,53,3,4.5,51,3,6,2,214
2,2005-02-17,Eden Park,Australia,New Zealand,DR Martyn,DR Tuffey,54,3,4.6,52,3,6,3,214
2,2005-02-17,Eden Park,Australia,New Zealand,DR Martyn,KD Mills,54,4,5.1,51,4,6,3,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,KD Mills,55,4,5.2,51,4,6,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,KD Mills,56,4,5.3,46,4,7,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,KD Mills,57,4,5.4,47,3,7,2,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,KD Mills,57,4,5.5,47,3,7,2,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,KD Mills,58,4,5.6,44,3,8,2,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,CL Cairns,59,4,6.1,39,3,9,2,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,CL Cairns,60,4,6.2,39,3,9,3,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,CL Cairns,61,4,6.3,40,2,10,3,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,CL Cairns,62,4,6.4,40,2,10,4,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,CL Cairns,63,4,6.5,41,2,11,4,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,CL Cairns,64,4,6.6,42,2,11,5,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,KD Mills,64,4,7.1,41,2,11,5,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,KD Mills,65,4,7.2,40,2,11,6,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,KD Mills,69,4,7.3,44,2,15,6,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,KD Mills,70,4,7.4,44,2,16,6,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,KD Mills,71,4,7.5,41,2,16,7,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,KD Mills,72,4,7.6,41,2,17,7,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,CL Cairns,73,4,8.1,36,2,18,7,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,CL Cairns,73,4,8.2,32,2,18,7,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,CL Cairns,74,4,8.3,29,2,18,8,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,CL Cairns,78,4,8.4,33,2,22,8,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,CL Cairns,78,4,8.5,32,2,22,8,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,CL Cairns,79,4,8.6,33,1,23,8,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,JW Wilson,83,4,9.1,33,1,27,8,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,JW Wilson,84,4,9.2,33,1,28,8,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,JW Wilson,85,4,9.3,34,1,28,9,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,JW Wilson,86,4,9.4,35,1,29,9,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,JW Wilson,87,4,9.5,34,1,29,10,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,JW Wilson,89,4,9.6,35,1,31,10,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,AR Adams,90,4,10.1,36,0,31,11,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,AR Adams,91,4,10.2,36,0,32,11,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,AR Adams,92,4,10.3,36,0,32,12,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,AR Adams,92,4,10.4,35,0,32,12,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,AR Adams,92,4,10.5,35,0,32,12,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,AR Adams,94,4,10.6,36,0,34,12,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,JW Wilson,100,4,11.1,41,0,34,18,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,JW Wilson,100,4,11.2,40,0,34,18,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,JW Wilson,104,4,11.3,43,0,34,22,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,JW Wilson,108,4,11.4,46,0,34,26,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,JW Wilson,108,4,11.5,45,0,34,26,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,JW Wilson,109,4,11.6,45,0,34,26,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,AR Adams,109,4,12.1,45,0,34,26,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,AR Adams,110,4,12.2,45,0,34,27,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,AR Adams,114,4,12.3,45,0,38,27,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,AR Adams,115,4,12.4,45,0,39,27,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,AR Adams,116,4,12.5,45,0,39,28,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,AR Adams,117,4,12.6,45,0,40,28,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,JW Wilson,119,4,13.1,46,0,42,28,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,JW Wilson,123,4,13.2,50,0,42,28,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,JW Wilson,127,4,13.3,53,0,46,28,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,JW Wilson,127,4,13.4,49,0,46,28,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,JW Wilson,133,4,13.5,55,0,52,28,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,JW Wilson,134,4,13.6,55,0,53,28,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,CL Cairns,135,4,14.1,52,0,54,28,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,CL Cairns,137,4,14.2,53,0,54,30,214
2,2005-02-17,Eden Park,Australia,New Zealand,SM Katich,CL Cairns,137,5,14.3,52,1,54,30,214
2,2005-02-17,Eden Park,Australia,New Zealand,MEK Hussey,CL Cairns,138,5,14.4,52,1,54,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,CL Cairns,140,5,14.5,53,1,56,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,CL Cairns,141,5,14.6,52,1,57,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,JW Wilson,142,5,15.1,52,1,58,1,214
2,2005-02-17,Eden Park,Australia,New Zealand,MEK Hussey,JW Wilson,144,5,15.2,53,1,58,3,214
2,2005-02-17,Eden Park,Australia,New Zealand,MEK Hussey,JW Wilson,144,5,15.3,52,1,58,3,214
2,2005-02-17,Eden Park,Australia,New Zealand,MEK Hussey,JW Wilson,145,5,15.4,53,1,58,4,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,JW Wilson,146,5,15.5,54,1,59,4,214
2,2005-02-17,Eden Park,Australia,New Zealand,MEK Hussey,JW Wilson,147,5,15.6,53,1,59,5,214
2,2005-02-17,Eden Park,Australia,New Zealand,MEK Hussey,CL Cairns,148,5,16.1,48,1,59,6,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,CL Cairns,149,5,16.2,49,1,60,6,214
2,2005-02-17,Eden Park,Australia,New Zealand,MEK Hussey,CL Cairns,150,5,16.3,46,1,60,7,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,CL Cairns,150,5,16.4,42,1,60,7,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,CL Cairns,151,5,16.5,43,1,61,7,214
2,2005-02-17,Eden Park,Australia,New Zealand,MEK Hussey,CL Cairns,155,5,16.6,46,1,61,11,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,AR Adams,156,5,17.1,47,1,62,11,214
2,2005-02-17,Eden Park,Australia,New Zealand,MEK Hussey,AR Adams,157,5,17.2,47,1,62,12,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,AR Adams,158,5,17.3,44,1,63,12,214
2,2005-02-17,Eden Park,Australia,New Zealand,MEK Hussey,AR Adams,158,5,17.4,43,1,63,12,214
2,2005-02-17,Eden Park,Australia,New Zealand,MEK Hussey,AR Adams,164,5,17.5,48,1,63,18,214
2,2005-02-17,Eden Park,Australia,New Zealand,MEK Hussey,AR Adams,170,5,17.6,53,1,63,24,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,DR Tuffey,176,5,18.1,57,1,69,24,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,DR Tuffey,178,5,18.2,55,1,71,24,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,DR Tuffey,184,5,18.3,57,1,77,24,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,DR Tuffey,190,5,18.4,63,1,83,24,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,DR Tuffey,194,5,18.5,61,1,87,24,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,DR Tuffey,200,5,18.6,66,1,93,24,214
2,2005-02-17,Eden Park,Australia,New Zealand,MEK Hussey,AR Adams,201,5,19.1,66,1,93,25,214
2,2005-02-17,Eden Park,Australia,New Zealand,RT Ponting,AR Adams,205,5,19.2,68,1,97,25,214
