mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,runs_last_5,wickets_last_5,striker,non-striker,total
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,DT Johnston,16,0,2.6,16,0,5,2,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,EC Joyce,D Langford-Smith,17,0,3.0,17,0,5,2,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,EC Joyce,D Langford-Smith,17,0,3.1,17,0,5,2,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,EC Joyce,D Langford-Smith,21,0,3.2,21,0,6,5,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,EC Joyce,D Langford-Smith,21,0,3.3,21,0,6,5,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,EC Joyce,D Langford-Smith,21,0,3.4,21,0,6,5,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,EC Joyce,D Langford-Smith,21,0,3.5,21,0,6,5,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,EC Joyce,D Langford-Smith,21,0,3.6,21,0,6,5,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,DT Johnston,25,0,4.1,25,0,9,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,DT Johnston,29,0,4.2,29,0,13,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,DT Johnston,32,0,4.3,32,0,16,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,EC Joyce,DT Johnston,32,0,4.4,32,0,16,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,EC Joyce,DT Johnston,32,0,4.5,32,0,16,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,EC Joyce,DT Johnston,32,0,4.6,28,0,16,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,D Langford-Smith,33,0,5.1,27,0,17,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,EC Joyce,D Langford-Smith,33,0,5.2,27,0,17,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,EC Joyce,D Langford-Smith,37,0,5.3,31,0,17,10,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,EC Joyce,D Langford-Smith,37,0,5.4,31,0,17,10,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,EC Joyce,D Langford-Smith,37,0,5.5,31,0,17,10,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,EC Joyce,D Langford-Smith,37,1,5.6,31,1,17,10,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,AJ Strauss,DT Johnston,37,1,6.1,30,1,17,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,AJ Strauss,DT Johnston,37,1,6.2,29,1,17,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,AJ Strauss,DT Johnston,37,1,6.3,29,1,17,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,AJ Strauss,DT Johnston,37,1,6.4,28,1,17,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,AJ Strauss,DT Johnston,37,1,6.5,27,1,17,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,AJ Strauss,DT Johnston,37,1,6.6,27,1,17,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,D Langford-Smith,37,1,7.1,26,1,17,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,D Langford-Smith,37,1,7.2,26,1,17,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,D Langford-Smith,37,1,7.3,25,1,17,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,D Langford-Smith,41,1,7.4,29,1,21,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,D Langford-Smith,45,1,7.5,29,1,25,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,D Langford-Smith,45,1,7.6,28,1,25,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,AJ Strauss,DT Johnston,45,1,8.1,28,1,25,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,AJ Strauss,DT Johnston,45,1,8.2,24,1,25,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,AJ Strauss,DT Johnston,45,1,8.3,24,1,25,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,AJ Strauss,DT Johnston,45,1,8.4,24,1,25,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,AJ Strauss,DT Johnston,49,1,8.5,28,1,25,4,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,AJ Strauss,DT Johnston,49,1,8.6,28,1,25,4,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,49,1,9.1,24,1,25,4,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,53,1,9.2,24,1,29,4,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,53,1,9.3,21,1,29,4,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,55,1,9.4,23,1,31,4,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,55,1,9.5,23,1,31,4,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,56,1,9.5,24,1,31,4,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,60,1,9.6,27,1,35,4,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,AJ Strauss,KJ O'Brien,60,2,10.1,27,2,35,4,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,PD Collingwood,KJ O'Brien,63,2,10.2,26,2,35,3,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,64,2,10.3,27,2,36,3,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,PD Collingwood,KJ O'Brien,67,2,10.4,30,2,36,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,68,2,10.5,31,1,37,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,PD Collingwood,KJ O'Brien,68,2,10.6,31,1,37,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,72,2,11.1,35,1,41,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,72,2,11.2,35,1,41,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,73,2,11.2,36,1,41,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,78,2,11.2,41,1,41,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,78,2,11.3,41,1,41,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,79,2,11.4,42,1,41,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,PD Collingwood,JF Mooney,79,2,11.5,42,1,41,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,PD Collingwood,JF Mooney,79,2,11.6,42,1,41,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,79,2,12.1,38,1,41,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,79,2,12.2,34,1,41,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,81,2,12.3,36,1,43,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,82,2,12.4,37,1,44,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,PD Collingwood,KJ O'Brien,82,2,12.5,37,1,44,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,PD Collingwood,KJ O'Brien,82,2,12.6,37,1,44,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,86,2,13.1,41,1,48,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,86,2,13.2,37,1,48,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,88,2,13.2,39,1,48,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,PD Collingwood,JF Mooney,88,2,13.3,39,1,48,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,PD Collingwood,JF Mooney,92,2,13.4,39,1,48,10,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,PD Collingwood,JF Mooney,92,2,13.5,39,1,48,10,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,PD Collingwood,JF Mooney,92,3,13.6,37,2,48,10,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,94,3,14.1,39,2,50,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,94,3,14.2,38,2,50,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,94,3,14.3,34,2,50,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,94,3,14.4,34,1,50,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,94,3,14.5,31,1,50,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,95,3,14.6,31,1,51,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,99,3,15.1,32,1,55,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,101,3,15.2,33,1,57,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,101,3,15.3,33,1,57,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,102,3,15.4,30,1,58,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,JF Mooney,102,3,15.5,30,1,58,0,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,JF Mooney,106,3,15.6,33,1,58,4,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,106,3,16.1,28,1,58,4,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,106,3,16.2,28,1,58,4,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,108,3,16.3,29,1,60,4,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,109,3,16.3,30,1,60,4,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,111,3,16.4,32,1,62,4,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,112,3,16.5,33,1,63,4,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,KJ O'Brien,112,3,16.6,33,1,63,4,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,JF Mooney,113,3,17.1,32,1,64,4,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,JF Mooney,115,3,17.2,33,1,64,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,JF Mooney,116,3,17.2,34,1,64,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,JF Mooney,116,3,17.3,34,1,64,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,JF Mooney,116,3,17.4,30,1,64,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,JF Mooney,116,3,17.5,30,1,64,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,JF Mooney,116,3,17.6,28,1,64,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,D Langford-Smith,116,3,18.1,28,1,64,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,D Langford-Smith,117,3,18.2,25,1,65,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,D Langford-Smith,117,3,18.3,25,1,65,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,D Langford-Smith,117,3,18.4,25,0,65,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,D Langford-Smith,117,3,18.5,23,0,65,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,D Langford-Smith,117,3,18.6,23,0,65,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,PJK Mooney,117,3,19.1,23,0,65,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,PJK Mooney,118,3,19.2,24,0,66,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,PJK Mooney,118,3,19.3,24,0,66,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,PJK Mooney,118,3,19.4,23,0,66,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,PJK Mooney,118,3,19.5,19,0,66,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,PJK Mooney,118,3,19.6,17,0,66,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,D Langford-Smith,119,3,20.1,18,0,67,6,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,D Langford-Smith,120,3,20.2,18,0,67,7,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,D Langford-Smith,121,3,20.3,19,0,68,7,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,D Langford-Smith,121,3,20.4,15,0,68,7,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,D Langford-Smith,122,3,20.5,16,0,68,8,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,D Langford-Smith,122,3,20.6,16,0,68,8,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,PJK Mooney,123,3,21.1,15,0,68,9,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,PJK Mooney,124,3,21.2,15,0,69,9,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,PJK Mooney,125,3,21.3,14,0,69,10,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,PJK Mooney,126,3,21.4,14,0,70,10,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,PJK Mooney,126,3,21.5,14,0,70,10,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,PJK Mooney,126,3,21.6,13,0,70,10,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,WK McCallan,127,3,22.1,12,0,71,10,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,WK McCallan,128,3,22.2,12,0,71,11,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,WK McCallan,130,3,22.3,14,0,73,11,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,WK McCallan,133,3,22.4,17,0,76,11,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,WK McCallan,133,3,22.5,17,0,76,11,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,WK McCallan,134,3,22.6,18,0,76,12,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,PJK Mooney,134,3,23.1,18,0,76,12,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,PJK Mooney,134,3,23.2,17,0,76,12,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,PJK Mooney,136,3,23.3,19,0,76,14,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,PJK Mooney,137,3,23.4,20,0,76,15,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,PJK Mooney,138,3,23.5,21,0,77,15,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,PJK Mooney,138,3,23.6,21,0,77,15,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,WK McCallan,139,3,24.1,22,0,78,15,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,WK McCallan,140,3,24.2,22,0,78,16,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,WK McCallan,140,3,24.3,22,0,78,16,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,WK McCallan,141,3,24.4,23,0,79,16,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,WK McCallan,142,3,24.5,24,0,79,17,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,WK McCallan,143,3,24.6,25,0,80,17,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,PJK Mooney,144,3,25.1,25,0,81,17,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,PJK Mooney,145,3,25.2,25,0,81,18,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,PJK Mooney,146,3,25.3,25,0,82,18,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,PJK Mooney,147,3,25.4,26,0,82,19,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,PJK Mooney,148,3,25.5,26,0,83,19,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,PJK Mooney,148,3,25.6,26,0,83,19,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,WK McCallan,149,3,26.1,26,0,84,19,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,WK McCallan,149,3,26.2,25,0,84,19,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,WK McCallan,150,3,26.3,25,0,84,20,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,WK McCallan,151,3,26.4,25,0,85,20,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,WK McCallan,152,3,26.5,26,0,85,21,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,WK McCallan,152,3,26.6,26,0,85,21,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,PJK Mooney,153,3,27.1,26,0,85,22,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,PJK Mooney,153,3,27.2,25,0,85,22,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,PJK Mooney,153,3,27.3,23,0,85,22,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,PJK Mooney,154,3,27.4,21,0,86,22,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,PJK Mooney,155,3,27.5,22,0,86,23,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,PJK Mooney,155,3,27.6,21,0,86,23,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,WK McCallan,155,3,28.1,21,0,86,23,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,WK McCallan,156,3,28.2,22,0,86,24,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,WK McCallan,156,3,28.3,20,0,86,24,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,WK McCallan,157,3,28.4,20,0,87,24,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,WK McCallan,158,3,28.5,20,0,87,25,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,WK McCallan,158,3,28.6,20,0,87,25,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,KJ O'Brien,158,3,29.1,19,0,87,25,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,KJ O'Brien,160,3,29.2,20,0,87,27,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,KJ O'Brien,161,3,29.3,21,0,87,28,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,162,3,29.4,21,0,88,28,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,KJ O'Brien,163,3,29.5,21,0,88,29,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,165,3,29.6,22,0,90,29,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,WK McCallan,166,3,30.1,22,0,90,30,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,WK McCallan,167,3,30.2,22,0,91,30,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,WK McCallan,169,3,30.3,23,0,91,32,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,WK McCallan,169,3,30.4,22,0,91,32,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,WK McCallan,170,3,30.5,22,0,91,33,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,WK McCallan,171,3,30.6,23,0,92,33,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,172,3,31.1,23,0,93,33,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,KJ O'Brien,172,3,31.2,23,0,93,33,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,KJ O'Brien,172,3,31.3,22,0,93,33,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,KJ O'Brien,174,3,31.4,23,0,93,35,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,KJ O'Brien,175,3,31.5,23,0,93,36,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,KJ O'Brien,176,3,31.6,24,0,93,36,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,DT Johnston,180,3,32.1,27,0,97,36,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,DT Johnston,181,3,32.2,28,0,98,36,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,IR Bell,DT Johnston,182,3,32.3,29,0,98,37,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,DT Johnston,182,3,32.4,28,0,98,37,301
1,2006-06-13,"Civil Service Cricket Club, Stormont",England,Ireland,ME Trescothick,DT Johnston,182,3,32.5,27,0,98,37,301
